price,livingArea,bedrooms,bathrooms,yearBuilt,homeType,garageSpaces,streetAddress,city,latitude,longitude,house_age
489000.0,2433.0,4.0,2.0,2005,SINGLE_FAMILY,0.0,1503 Oasis Ln,Patterson,37.46411895751953,-121.15614318847656,21
525000.0,2639.0,4.0,3.0,2005,SINGLE_FAMILY,0.0,236 Durer Dr,Patterson,37.45920944213867,-121.14412689208984,21
509000.0,2076.0,4.0,3.0,2018,SINGLE_FAMILY,0.0,21236 Grapevine Dr,Patterson,37.39646911621094,-121.26590728759766,8
499000.0,1932.0,3.0,2.0,2005,SINGLE_FAMILY,0.0,20644 Sarazen Pl,Patterson,37.402122497558594,-121.25838470458984,21
509990.0,1912.0,3.0,2.0,2021,SINGLE_FAMILY,0.0,Friesian Plan,Patterson,37.48622894287109,-121.1226806640625,5
505000.0,2469.0,5.0,3.0,2018,SINGLE_FAMILY,0.0,21240 Grapevine Dr,Patterson,37.39645385742188,-121.26610565185548,8
525000.0,2767.0,3.0,2.0,2005,SINGLE_FAMILY,0.0,243 Tulip Ln,Patterson,37.45976638793945,-121.15290832519533,21
539995.0,2685.0,3.0,3.0,2004,SINGLE_FAMILY,0.0,9544 Sarazen Ct,Patterson,37.40267181396485,-121.26353454589844,22
500000.0,1530.0,3.0,2.0,1947,SINGLE_FAMILY,0.0,848 W Las Palmas Ave,Patterson,37.46651077270508,-121.14019775390624,79
495000.0,2004.0,4.0,3.0,2016,SINGLE_FAMILY,0.0,21121 Varietal Ct,Patterson,37.397743225097656,-121.2611083984375,10
575000.0,2752.0,4.0,3.0,2007,SINGLE_FAMILY,2.0,20858 Black Oak Dr,Patterson,37.40040588378906,-121.2612533569336,19
510000.0,2696.0,3.0,3.0,2004,SINGLE_FAMILY,0.0,41 Palomino Way,Patterson,37.46575164794922,-121.15379333496094,22
165000.0,1310.0,3.0,1.0,1961,SINGLE_FAMILY,0.0,26850 N Hampton Rd,Boron,35.01247787475586,-117.65084838867188,65
110000.0,730.0,2.0,1.0,1941,SINGLE_FAMILY,0.0,11911 Nancy Ave,Boron,34.998069763183594,-117.6543960571289,85
888000.0,2564.0,4.0,4.0,2018,SINGLE_FAMILY,2.0,12136 Cambrian Cir,Artesia,33.85704803466797,-118.0732192993164,8
869999.0,2014.0,4.0,2.0,1977,SINGLE_FAMILY,2.0,18429 Devlin Ave,Artesia,33.863906860351555,-118.07801055908205,49
1978001.0,5145.0,5.0,6.0,1990,SINGLE_FAMILY,4.0,11620 187th St,Artesia,33.861129760742195,-118.08614349365234,36
649999.0,936.0,2.0,2.0,1952,SINGLE_FAMILY,0.0,18117 Elaine Ave,Artesia,33.866317749023445,-118.07707977294922,74
849999.0,2619.0,4.0,2.0,1966,SINGLE_FAMILY,0.0,18503 Devlin Ave,Artesia,33.86379623413086,-118.07801055908205,60
399000.0,829.0,2.0,1.0,1978,CONDO,1.0,17628 Alburtis Ave UNIT 33,Artesia,33.87058639526367,-118.08372497558594,48
695000.0,1002.0,2.0,1.0,1950,SINGLE_FAMILY,2.0,3751 Montrose Ave,Glendale,34.229442596435554,-118.2613525390625,76
699000.0,1092.0,3.0,2.0,1919,SINGLE_FAMILY,0.0,4212 Dunsmore Ave,Glendale,34.22916030883789,-118.25714874267578,107
1249000.0,2660.0,4.0,3.0,1955,SINGLE_FAMILY,2.0,4804 Lauderdale Ave,Glendale,34.24190139770508,-118.25934600830078,71
789000.0,1041.0,2.0,1.0,1955,SINGLE_FAMILY,2.0,4949 Ramsdell Ave,La Crescenta,34.235824584960945,-118.24449920654295,71
899000.0,2030.0,3.0,3.0,2007,TOWNHOUSE,3.0,3974 Pennsylvania Ave UNIT 112,La Crescenta,34.220237731933594,-118.24819946289062,19
1580000.0,1931.0,3.0,2.0,1946,SINGLE_FAMILY,0.0,4545 Dyer St,La Crescenta,34.22645950317383,-118.24120330810548,80
1326000.0,1912.0,3.0,2.0,1964,SINGLE_FAMILY,2.0,5328 Pineridge Dr,La Crescenta,34.237308502197266,-118.23646545410156,62
1060000.0,2132.0,4.0,3.0,1989,SINGLE_FAMILY,2.0,4013 Boston Ave,Glendale,34.22960662841797,-118.26219177246094,37
649000.0,905.0,2.0,2.0,1987,TOWNHOUSE,2.0,2944 Fairmount Ave APT 8,La Crescenta,34.22805404663086,-118.24383544921876,39
949000.0,1418.0,3.0,2.0,1931,SINGLE_FAMILY,2.0,4622 Dyer St,La Crescenta,34.22751998901367,-118.24071502685548,95
995000.0,1272.0,3.0,2.0,1929,SINGLE_FAMILY,2.0,3030 Altura Ave,La Crescenta,34.22280502319336,-118.24546813964844,97
840000.0,1757.0,4.0,3.0,1954,SINGLE_FAMILY,2.0,4619 Ramsdell Ave,La Crescenta,34.22943878173828,-118.24445343017578,72
1099000.0,1337.0,3.0,2.0,1922,SINGLE_FAMILY,0.0,5624 Freeman Ave,La Crescenta,34.2392463684082,-118.22639465332033,104
949999.0,1416.0,3.0,2.0,1978,SINGLE_FAMILY,2.0,2711 Altura Ave,La Crescenta,34.21868133544922,-118.23805236816406,48
557000.0,1540.0,3.0,3.0,2006,TOWNHOUSE,0.0,6300 Honolulu Ave UNIT 201,La Crescenta,34.23297882080078,-118.2697982788086,20
750000.0,763.0,2.0,1.0,1947,SINGLE_FAMILY,2.0,3636 Virginia St,Glendale,34.23653793334961,-118.2587661743164,79
1299999.0,1848.0,2.0,2.0,1955,SINGLE_FAMILY,3.0,3837 El Caminito,Glendale,34.24477386474609,-118.26337432861328,71
800000.0,1437.0,3.0,2.0,1955,SINGLE_FAMILY,2.0,3547 Burritt Way,Glendale,34.243858337402344,-118.25672149658205,71
1599000.0,2530.0,5.0,3.0,1953,SINGLE_FAMILY,2.0,2362 Chapman Rd,La Crescenta,34.22960662841797,-118.23018646240234,73
850000.0,1250.0,2.0,1.0,1926,SINGLE_FAMILY,0.0,2707 Prospect Ave,La Crescenta,34.22039794921875,-118.23786163330078,100
1088000.0,1500.0,3.0,2.0,1954,SINGLE_FAMILY,2.0,5045 La Crescenta Ave,La Crescenta,34.23482131958008,-118.24015045166016,72
